id,lng,lat,name,outlet_id
USGS-04059034,-87.0976366,45.80607766,"ESCANABA RIVER NEAR WELLS, MI",ECCC-02OA016
USGS-04059500,-87.2020793,45.7549674,"FORD RIVER NEAR HYDE, MI",ECCC-02OA016
USGS-04059750,-87.395,45.52388889,"CEDAR RIVER AT COUNTY ROAD 366 NR CEDAR RIVER, MI",ECCC-02OA016
USGS-04060500,-88.627354,46.05856639,"IRON RIVER AT CASPIAN, MI",ECCC-02OA016
USGS-04060993,-88.3159663,45.96078737,"BRULE RIVER AT US HIGHWAY 2 NEAR FLORENCE, WI",ECCC-02OA016
USGS-04062000,-88.2584682,46.0110635,"PAINT RIVER NEAR ALPHA, MI",ECCC-02OA016
USGS-04062011,-88.2154106,45.94745319,"BRULE RIVER NEAR COMMONWEALTH, WI",ECCC-02OA016
USGS-04062500,-88.2159687,46.113838,"MICHIGAMME RIVER NEAR CRYSTAL FALLS, MI",ECCC-02OA016
USGS-04063000,-88.1892993,45.9513419,"MENOMINEE RIVER NEAR FLORENCE, WI",ECCC-02OA016
USGS-04063522,-88.074573,45.86606566,"MENOMINEE RIVER AT US HWY-2 NEAR IRON MOUNTAIN, MI",ECCC-02OA016
USGS-04063700,-88.4636111,45.7636111,"POPPLE RIVER NEAR FENCE, WI",ECCC-02OA016
USGS-04064500,-88.2252778,45.8372222,"PINE RIVER BELOW PINE R POWERPLANT NR FLORENCE, WI",ECCC-02OA016
USGS-04065106,-87.9805556,45.76777778,"MENOMINEE RIVER AT NIAGARA, WI",ECCC-02OA016
USGS-04065650,-87.82845849,45.77607029,"STURGEON RIVER AT US HWY-2 AT LORETTO, MI",ECCC-02OA016
USGS-04065722,-87.86345709,45.7366265,"MENOMINEE RIVER NEAR VULCAN, MI",ECCC-02OA016
USGS-04066003,-87.7869722,45.5794722,"MENOMINEE RIVER BELOW PEMENE CREEK NR PEMBINE, WI",ECCC-02OA016
USGS-04066030,-87.8022222,45.4819444,"MENOMINEE RIVER AT WHITE RAPIDS DAM NEAR BANAT, MI",ECCC-02OA016
USGS-04066500,-88.0,45.5,"PIKE RIVER AT AMBERG, WI",ECCC-02OA016
USGS-04066800,-87.7020585,45.38719517,"MENOMINEE RIVER AT KOSS, MI",ECCC-02OA016
USGS-04067500,-87.6633333,45.3258333,"MENOMINEE RIVER NEAR MC ALLISTER, WI",ECCC-02OA016
USGS-04067958,-88.3051099,45.38774406,"PESHTIGO RIVER NEAR WABENO, WI",ECCC-02OA016
USGS-04069416,-87.8005556,45.1433333,"PESHTIGO RIVER AT PORTERFIELD, WI",ECCC-02OA016
USGS-04069500,-87.7444444,45.0475,"PESHTIGO RIVER AT PESHTIGO, WI",ECCC-02OA016
USGS-04071000,-88.3,44.865,"OCONTO RIVER NEAR GILLETT, WI",ECCC-02OA016
USGS-04071765,-87.98388889,44.86055556,"OCONTO RIVER NEAR OCONTO, WI",ECCC-02OA016
USGS-04072150,-88.1296944,44.53338889,"DUCK CREEK NEAR HOWARD, WI",ECCC-02OA016
USGS-04073365,-89.1333333,43.8511111,"FOX RIVER AT PRINCETON, WI",ECCC-02OA016
USGS-04073473,-88.9463889,43.8575,"PUCHYAN RIVER DS N. LAWSON DRIVE NR GREEN LAKE, WI",ECCC-02OA016
USGS-04073500,-88.9503056,43.96875,"FOX RIVER AT BERLIN, WI",ECCC-02OA016
USGS-04074950,-88.7334398,45.18997026,"WOLF RIVER AT LANGLADE, WI",ECCC-02OA016
USGS-04077630,-88.8442729,44.8980311,"RED RIVER AT MORGAN ROAD NEAR MORGAN, WI",ECCC-02OA016
USGS-04078500,-88.7361111,44.7247222,"EMBARRASS RIVER NEAR EMBARRASS, WI",ECCC-02OA016
USGS-04079000,-88.7403812,44.3922026,"WOLF RIVER AT NEW LONDON, WI",ECCC-02OA016
USGS-04082400,-88.5408823,44.01361209,"FOX RIVER AT OSHKOSH, WI",ECCC-02OA016
USGS-04085200,-87.5564746,44.45833125,"KEWAUNEE RIVER NEAR KEWAUNEE, WI",ECCC-02OA016
USGS-04085427,-87.7160278,44.10616667,"MANITOWOC RIVER AT MANITOWOC, WI",ECCC-02OA016
USGS-04086000,-87.7521111,43.74138889,"SHEBOYGAN RIVER AT SHEBOYGAN, WI",ECCC-02OA016
USGS-04086500,-87.9786111,43.32305556,"CEDAR CREEK NEAR CEDARBURG, WI",ECCC-02OA016
USGS-04086600,-87.9425,43.28027778,"MILWAUKEE RIVER NEAR CEDARBURG, WI",ECCC-02OA016
USGS-04087000,-87.9089745,43.10001159,"MILWAUKEE RIVER AT MILWAUKEE, WI",ECCC-02OA016
USGS-04087120,-87.9997222,43.04555556,"MENOMONEE RIVER AT WAUWATOSA, WI",ECCC-02OA016
USGS-04087233,-87.9947222,42.81555556,"ROOT RIVER CANAL NEAR FRANKLIN, WI",ECCC-02OA016
USGS-04087240,-87.8236111,42.75138889,"ROOT RIVER AT RACINE, WI",ECCC-02OA016
USGS-04093000,-87.2569484,41.5361281,"DEEP RIVER AT LAKE GEORGE OUTLET AT HOBART, IN",ECCC-02OA016
USGS-04094000,-87.0874428,41.62223849,"LITTLE CALUMET RIVER AT PORTER, IN",ECCC-02OA016
USGS-04096015,-86.5750216,41.87365438,"GALIEN RIVER NEAR SAWYER, MI",ECCC-02OA016
USGS-04096405,-85.0799764,42.1031014,"ST. JOSEPH RIVER AT BURLINGTON, MI",ECCC-02OA016
USGS-04097500,-85.6327707,41.94032575,"ST. JOSEPH RIVER AT THREE RIVERS, MI",ECCC-02OA016
USGS-04099000,-85.7561047,41.80088279,"ST. JOSEPH RIVER AT MOTTVILLE, MI",ECCC-02OA016
USGS-04099750,-85.5763364,41.7489037,"PIGEON RIVER NEAR SCOTT, IN",ECCC-02OA016
USGS-04100222,-85.4754999,41.48168376,"NB ELKHART RIVER AT COSPERVILLE, IN",ECCC-02OA016
USGS-04100500,-85.84856789,41.5933496,"ELKHART RIVER AT GOSHEN, IN",ECCC-02OA016
USGS-04101000,-85.974961,41.69168215,"ST. JOSEPH RIVER AT ELKHART, IN",ECCC-02OA016
USGS-04101225,-86.2678333,41.72027778,"ST. JOSEPH RIVER AT SOUTH BEND, IN",ECCC-02OA016
USGS-04101500,-86.2597325,41.8292138,"ST. JOSEPH RIVER AT NILES, MI",ECCC-02OA016
USGS-04102700,-86.1875265,42.35420009,"SOUTH BRANCH BLACK RIVER NEAR BANGOR, MI",ECCC-02OA016
USGS-04103490,-84.9585922,42.2664309,"RICE CREEK AT MONROE STREET AT MARSHALL, MI",ECCC-02OA016
USGS-04103500,-84.96387,42.2647643,"KALAMAZOO RIVER AT MARSHALL, MI",ECCC-02OA016
USGS-04105500,-85.1974929,42.32392989,"KALAMAZOO RIVER NEAR BATTLE CREEK, MI",ECCC-02OA016
USGS-04105700,-85.3538894,42.3533734,"AUGUSTA CREEK NEAR AUGUSTA, MI",ECCC-02OA016
USGS-04106000,-85.513893,42.28559716,"KALAMAZOO RIVER AT COMSTOCK, MI",ECCC-02OA016
USGS-04106500,-85.5763942,42.2742075,"PORTAGE CREEK AT KALAMAZOO, MI",ECCC-02OA016
USGS-04107850,-85.798355,42.48225575,"KALAMAZOO RIVER NEAR ALLEGAN, MI",ECCC-02OA016
USGS-04108600,-85.7219681,42.6422537,"RABBIT RIVER NEAR HOPKINS, MI",ECCC-02OA016
USGS-04108660,-86.106703,42.65085976,"KALAMAZOO RIVER AT NEW RICHMOND, MI",ECCC-02OA016
USGS-04108800,-86.0183722,42.77919167,"MACATAWA RIVER AT STATE ROAD NEAR ZEELAND, MI",ECCC-02OA016
USGS-04109000,-84.4088483,42.28364676,"GRAND RIVER AT JACKSON, MI",ECCC-02OA016
USGS-04111000,-84.62297,42.5347305,"GRAND RIVER NEAR EATON RAPIDS, MI",ECCC-02OA016
USGS-04111379,-84.2191329,42.6830899,"RED CEDAR RIVER NEAR WILLIAMSTON, MI",ECCC-02OA016
USGS-04112500,-84.4780317,42.7272571,"RED CEDAR RIVER AT EAST LANSING, MI",ECCC-02OA016
USGS-04113000,-84.555257,42.75059039,"GRAND RIVER AT LANSING, MI",ECCC-02OA016
USGS-04114000,-84.9122182,42.85642289,"GRAND RIVER AT PORTLAND, MI",ECCC-02OA016
USGS-04114498,-84.7594339,42.82809018,"LOOKING GLASS RIVER NEAR EAGLE, MI",ECCC-02OA016
USGS-04115000,-84.6930521,43.10975485,"MAPLE RIVER AT MAPLE RAPIDS, MI",ECCC-02OA016
USGS-04116000,-85.0691725,42.971977,"GRAND RIVER AT IONIA, MI",ECCC-02OA016
USGS-04117500,-85.2363933,42.6158688,"THORNAPPLE RIVER NEAR HASTINGS, MI",ECCC-02OA016
USGS-04118500,-85.5908648,43.0822491,"ROGUE RIVER NEAR ROCKFORD, MI",ECCC-02OA016
USGS-04119000,-85.6772533,42.963082,"GRAND RIVER AT GRAND RAPIDS, MI",ECCC-02OA016
USGS-04119055,-85.650584,42.91280557,"PLASTER CREEK AT 28TH STREET AT GRAND RAPIDS, MI",ECCC-02OA016
USGS-04119070,-85.7672555,42.9153038,"GRAND RIVER AT STATE HWY M-11 AT GRANDVILLE, MI",ECCC-02OA016
USGS-04119160,-85.7628105,42.9025263,"BUCK CREEK AT WILSON AVENUE AT GRANDVILLE, MI",ECCC-02OA016
USGS-04119400,-86.0264354,43.0241884,"GRAND RIVER NEAR EASTMANVILLE, MI",ECCC-02OA016
USGS-04121300,-85.0528147,44.2005692,"CLAM RIVER AT VOGEL CENTER, MI",ECCC-02OA016
USGS-04121500,-85.2553192,43.8991863,"MUSKEGON RIVER AT EVART, MI",ECCC-02OA016
USGS-04121944,-85.5955989,43.43085818,"LITTLE MUSKEGON RIVER NEAR OAK GROVE, MI",ECCC-02OA016
USGS-04121970,-85.6653239,43.43474558,"MUSKEGON RIVER NEAR CROTON, MI",ECCC-02OA016
USGS-04122200,-86.2325668,43.46417856,"WHITE RIVER NEAR WHITEHALL, MI",ECCC-02OA016
USGS-04122500,-86.2786896,43.9450063,"PERE MARQUETTE RIVER AT SCOTTVILLE, MI",ECCC-02OA016
USGS-04123500,-84.8471415,44.6930538,"MANISTEE RIVER NEAR GRAYLING, MI",ECCC-02OA016
USGS-04124000,-85.6986792,44.43639239,"MANISTEE RIVER NEAR SHERMAN, MI",ECCC-02OA016
USGS-04124200,-85.820905,44.3630596,"MANISTEE RIVER NEAR MESICK, MI",ECCC-02OA016
USGS-04125460,-85.7697863,44.19334009,"PINE RIVER AT HIGH SCHOOL BRIDGE NR HOXEYVILLE, MI",ECCC-02OA016
USGS-04125550,-85.9416248,44.25944459,"MANISTEE RIVER NEAR WELLSTON, MI",ECCC-02OA016
USGS-04126740,-86.0348123,44.6680551,"PLATTE RIVER AT HONOR, MI",ECCC-02OA016
USGS-04126970,-85.436731,44.65667,"BOARDMAN R ABOVE BROWN BRIDGE ROAD NR MAYFIELD, MI",ECCC-02OA016
USGS-04127200,-85.6309068,44.67527949,"BOARDMAN RIVER AT BEITNER RD NR TRAVERSE CITY, MI",ECCC-02OA016
USGS-041275685,-85.2836,44.94250278,"CLAM LAKE OUTLET TO TORCH LAKE NR ALDEN,MI",ECCC-02OA016
USGS-04127570,-85.3275222,44.8504,"TORCH RIVER AT COUNTY ROAD 593 AT TORCH RIVER, MI",ECCC-02OA016
USGS-04127800,-85.0972788,45.10111787,"JORDAN RIVER NEAR EAST JORDAN, MI",ECCC-02OA016
USGS-04127885,-84.3152778,46.4983333,"ST. MARYS RIVER AT SAULT STE. MARIE, ONTARIO",ECCC-02OA016
USGS-04127917,-84.6122222,46.19055556,"PINE RIVER NEAR RUDYARD, MI",ECCC-02OA016
USGS-04127997,-84.6000315,45.27445746,"STURGEON RIVER AT WOLVERINE, MI",ECCC-02OA016
USGS-04133501,-83.63554,45.1241787,"THUNDER BAY RIVER AT HERRON ROAD NEAR BOLTON, MI",ECCC-02OA016
USGS-04135700,-84.455575,44.61473849,"SOUTH BRANCH AU SABLE RIVER NEAR LUZERNE, MI",ECCC-02OA016
USGS-04135800,-84.4196263,44.7166645,"NB AU SABLE RIVER AT KELLOGGS BR NEAR LOVELLS, MI",ECCC-02OA016
USGS-04136000,-84.2925146,44.6769593,"AU SABLE RIVER NEAR RED OAK, MI",ECCC-02OA016
USGS-04136500,-84.1311167,44.66001385,"AU SABLE RIVER AT MIO, MI",ECCC-02OA016
USGS-04136900,-83.8376616,44.61277537,"AU SABLE RIVER NEAR MC KINLEY, MI",ECCC-02OA016
USGS-04137005,-83.802764,44.56084749,"AU SABLE RIVER NEAR CURTISVILLE, MI",ECCC-02OA016
USGS-04137500,-83.4338609,44.43640447,"AU SABLE RIVER NEAR AU SABLE, MI",ECCC-02OA016
USGS-04137680,-83.4068134,44.51166408,"PINE RIVER AT KINGS CORNER RD NR OSCODA, MI",ECCC-02OA016
USGS-04137716,-83.34156389,44.44067778,"VAN ETTEN CREEK AT HWY F-41 AT OSCODA, MI",ECCC-02OA016
USGS-04138536,-83.6858611,44.080225,"AU GRES RIVER AT S MACKINAW RD NR AU GRES, MI",ECCC-02OA016
USGS-04142000,-84.0199939,44.0725203,"RIFLE RIVER NEAR STERLING, MI",ECCC-02OA016
USGS-04144500,-84.17997,43.01502685,"SHIAWASSEE RIVER AT OWOSSO, MI",ECCC-02OA016
USGS-04145000,-84.1055324,43.2547478,"SHIAWASSEE RIVER NEAR FERGUS, MI",ECCC-02OA016
USGS-04145785,-84.1202582,43.4522487,"SWAN CREEK AT FROST ROAD NEAR FROST, MI",ECCC-02OA016
USGS-04146063,-83.3507814,43.1594706,"SOUTH BRANCH FLINT RIVER NEAR COLUMBIAVILLE,MI",ECCC-02OA016
USGS-04147500,-83.5193965,43.11113726,"FLINT RIVER NEAR OTISVILLE, MI",ECCC-02OA016
USGS-04148295,-83.7388461,42.9858609,"SWARTZ CREEK AT CLAUDE AVENUE AT FLINT, MI",ECCC-02OA016
USGS-04148500,-83.771626,43.03891625,"FLINT RIVER NEAR FLINT, MI",ECCC-02OA016
USGS-04149000,-83.9535014,43.30833635,"FLINT RIVER NEAR FOSTERS, MI",ECCC-02OA016
USGS-04150500,-83.175974,43.5841674,"CASS RIVER AT CASS CITY, MI",ECCC-02OA016
USGS-04151500,-83.7480196,43.3278021,"CASS RIVER AT FRANKENMUTH, MI",ECCC-02OA016
USGS-04152049,-84.3422276,44.04113225,"TITTABAWASSEE RIVER AT SECORD DAM NR GLADWIN, MI",ECCC-02OA016
USGS-04152238,-84.545289,43.8669691,"SOUTH BRANCH TOBACCO RIVER NEAR BEAVERTON, MI",ECCC-02OA016
USGS-04152500,-84.4738977,43.8794687,"TOBACCO RIVER AT GLIDDEN ROAD AT BEAVERTON, MI",ECCC-02OA016
USGS-04153300,-84.382499,43.6769719,"TITTABAWASSEE RIVER AT SANFORD, MI",ECCC-02OA016
USGS-04153500,-84.4711157,43.7030836,"SALT RIVER NEAR NORTH BRADLEY, MI",ECCC-02OA016
USGS-04153725,-85.0300556,43.66128889,"CHIPPEWA RIVER AT DREW RD NR DREW, MI",ECCC-02OA016
USGS-04153905,-84.847925,43.59268056,N BR CHIPPEWA RIVER MERIDIAN RD NR MT PLEASANT MI,ECCC-02OA016
USGS-04154000,-84.70778969,43.62614048,"CHIPPEWA RIVER NEAR MOUNT PLEASANT, MI",ECCC-02OA016
USGS-04154512,-84.3305472,43.6011083,CHIPPEWA RIVER AT S HOMER RD NR MIDLAND,ECCC-02OA016
USGS-04155500,-84.3691619,43.56447276,"PINE RIVER NEAR MIDLAND, MI",ECCC-02OA016
USGS-04156000,-84.2355439,43.59530477,"TITTABAWASSEE RIVER AT MIDLAND, MI",ECCC-02OA016
USGS-04157005,-83.951918,43.4219699,"SAGINAW RIVER AT HOLLAND AVENUE AT SAGINAW, MI",ECCC-02OA016
USGS-04157060,-83.8922222,43.60194444,"SAGINAW RIVER AT MIDLAND STREET AT BAY CITY, MI",ECCC-02OA016
USGS-041590774,-82.845,43.9583333,"WILLOW CREEK AT MOELLER ROAD NR REDMAN, MI",ECCC-02OA016
USGS-04159130,-82.4246369,42.98697429,"ST. CLAIR RIVER AT PORT HURON, MI",ECCC-02OA016
USGS-04159492,-82.6246474,43.15086,"BLACK RIVER NEAR JEDDO, MI",ECCC-02OA016
USGS-04159900,-82.734649,43.0544713,"MILL CREEK NEAR AVOCA, MI",ECCC-02OA016
USGS-04160600,-82.7690914,42.9008622,"BELLE RIVER AT MEMPHIS, MI",ECCC-02OA016
USGS-04161000,-83.2243782,42.63336646,"CLINTON RIVER AT AUBURN HILLS, MI",ECCC-02OA016
USGS-04161820,-83.02659329,42.6144781,"CLINTON RIVER AT STERLING HEIGHTS, MI",ECCC-02OA016
USGS-04164000,-82.951589,42.57781225,"CLINTON RIVER NEAR FRASER, MI",ECCC-02OA016
USGS-04164500,-82.8888104,42.62920008,"NORTH BRANCH CLINTON RIVER NEAR MT. CLEMENS, MI",ECCC-02OA016
USGS-04165500,-82.908745,42.5958395,"CLINTON RIVER AT MORAVIAN DRIVE AT MT. CLEMENS, MI",ECCC-02OA016
USGS-04165710,-83.0926997,42.2980939,"DETROIT RIVER AT FORT WAYNE AT DETROIT, MI",ECCC-02OA016
USGS-04166100,-83.29736958,42.44750765,"RIVER ROUGE AT SOUTHFIELD, MI",ECCC-02OA016
USGS-04166500,-83.2546513,42.3730923,"RIVER ROUGE AT DETROIT, MI",ECCC-02OA016
USGS-04167000,-83.31159728,42.34809259,"MIDDLE RIVER ROUGE NEAR GARDEN CITY, MI",ECCC-02OA016
USGS-04168400,-83.2527063,42.30837099,"LOWER RIVER ROUGE AT DEARBORN, MI",ECCC-02OA016
USGS-04172000,-83.799943,42.4653119,"HURON RIVER NEAR HAMBURG, MI",ECCC-02OA016
USGS-04173500,-83.8982774,42.30031476,"MILL CREEK NEAR DEXTER, MI",ECCC-02OA016
USGS-04174040,-83.8406333,42.3237472,"HURON RIVER AT ZEEB RD AT SCIO, MI",ECCC-02OA016
USGS-04174500,-83.7338296,42.28698238,"HURON RIVER AT ANN ARBOR, MI",ECCC-02OA016
USGS-04176000,-83.98077629,41.9047691,"RIVER RAISIN NEAR ADRIAN, MI",ECCC-02OA016
USGS-04176500,-83.5309896,41.9605671,"RIVER RAISIN NEAR MONROE, MI",ECCC-02OA016
USGS-04177000,-83.6125472,41.65968056,"Ottawa River at University of Toledo, Toledo OH",ECCC-02OA016
USGS-04177080,-84.4907444,41.70945895,"E BR ST JOSEPH R AT TERRITORIAL RD NR WALDRON, MI",ECCC-02OA016
USGS-04177266,-84.6699172,41.68334819,"WEST BRANCH ST. JOSEPH RIVER NR NETTLE LAKE, OH",ECCC-02OA016
USGS-04178000,-84.8016259,41.38560609,St Joseph River near Newville IN,ECCC-02OA016
USGS-04179520,-85.0490969,41.36001796,"CEDAR CREEK AT 18TH STREET AT AUBURN, IN",ECCC-02OA016
USGS-04180000,-85.0763202,41.21890817,"CEDAR CREEK NEAR CEDARVILLE, IN",ECCC-02OA016
USGS-04180500,-85.0740833,41.16738889,"ST. JOSEPH RIVER NEAR FORT WAYNE, IN",ECCC-02OA016
USGS-04180610,-85.12563889,41.10888889,"ST. JOSEPH R AT PARNELL AV AT FORT WAYNE, IN",ECCC-02OA016
USGS-04180988,-84.6466254,40.69476968,St. Marys River at Rockford OH,ECCC-02OA016
USGS-04181049,-84.7891667,40.74888889,St Marys River at Walcot Street at Willshire OH,ECCC-02OA016
USGS-04181120,-84.8423611,40.77944444,"ST. MARYS RIVER AT PLEASANT MILLS, IN",ECCC-02OA016
USGS-04181500,-84.9377049,40.84807836,"ST. MARYS RIVER AT DECATUR, IN",ECCC-02OA016
USGS-04182000,-85.1118772,40.9877993,"ST. MARYS RIVER NEAR FORT WAYNE, IN",ECCC-02OA016
USGS-04182769,-85.1543785,41.07863177,"ST. MARYS RIVER AT MAIN ST. AT FORT WAYNE, IN",ECCC-02OA016
USGS-04182900,-85.1152105,41.0825206,"MAUMEE RIVER AT FORT WAYNE, IN",ECCC-02OA016
USGS-04182950,-85.0874318,41.0797428,"MAUMEE RIVER AT COLISEUM BLVD AT FORT WAYNE, IN",ECCC-02OA016
USGS-04183000,-85.0221518,41.0850205,"MAUMEE RIVER AT NEW HAVEN, IN",ECCC-02OA016
USGS-04183500,-84.7444033,41.19893889,Maumee River at Antwerp OH,ECCC-02OA016
USGS-04185000,-84.4296719,41.50449567,Tiffin River at Stryker OH,ECCC-02OA016
USGS-04185318,-84.4161111,41.3825,Tiffin River near Evansport OH,ECCC-02OA016
USGS-04185935,-84.2655556,40.6858333,Auglaize River near Kossuth OH,ECCC-02OA016
USGS-04186500,-84.266059,40.9486617,Auglaize River near Fort Jennings OH,ECCC-02OA016
USGS-04187100,-84.1263371,40.7247729,Ottawa River at Lima OH,ECCC-02OA016
USGS-04188100,-84.2266132,40.9903287,Ottawa River near Kalida OH,ECCC-02OA016
USGS-04188337,-83.5571508,40.9244986,Blanchard River below Mt. Blanchard OH,ECCC-02OA016
USGS-04188400,-83.5793742,41.0339426,Blanchard River above Findlay OH,ECCC-02OA016
USGS-04189000,-83.6879889,41.05588646,Blanchard River near Findlay OH,ECCC-02OA016
USGS-04189131,-83.91888889,41.01527778,Blanchard River at Gilboa OH,ECCC-02OA016
USGS-04189174,-83.97638889,40.97305556,Riley Creek below Pandora OH,ECCC-02OA016
USGS-04189260,-84.0468889,41.0169962,Blanchard River at Ottawa OH,ECCC-02OA016
USGS-04190000,-84.2268905,41.0414393,Blanchard River near Dupont OH,ECCC-02OA016
USGS-04191058,-84.4075,41.09194444,Little Auglaize River at Melrose OH,ECCC-02OA016
USGS-04192500,-84.2810573,41.2919928,Maumee River near Defiance OH,ECCC-02OA016
USGS-04192599,-84.0508333,41.35638889,South Turkeyfoot Creek near Shunk OH,ECCC-02OA016
USGS-04193500,-83.7127145,41.5000526,Maumee River at Waterville OH,ECCC-02OA016
USGS-04195500,-83.3613156,41.449496,Portage River at Woodville OH,ECCC-02OA016
USGS-04195820,-83.2246454,41.49116178,Portage River near Elmore OH,ECCC-02OA016
USGS-04196000,-83.00574369,40.80366875,Sandusky River near Bucyrus OH,ECCC-02OA016
USGS-04196500,-83.2563084,40.85061194,Sandusky River near Upper Sandusky OH,ECCC-02OA016
USGS-04196800,-83.3488116,40.9228332,Tymochtee Creek at Crawford OH,ECCC-02OA016
USGS-04197100,-83.1096382,41.022278,Honey Creek at Melmore OH,ECCC-02OA016
USGS-04197137,-83.1797222,41.11416667,Sandusky River at Tiffin OH,ECCC-02OA016
USGS-04198000,-83.1588088,41.3078307,Sandusky River near Fremont OH,ECCC-02OA016
USGS-04199000,-82.6082326,41.3008852,Huron River at Milan OH,ECCC-02OA016
USGS-04199500,-82.3168273,41.38199,Vermilion River near Vermilion OH,ECCC-02OA016
USGS-04200500,-82.10459279,41.38032368,Black River at Elyria OH,ECCC-02OA016
USGS-04201400,-81.9031933,41.3508833,West Branch Rocky River at West View OH,ECCC-02OA016
USGS-04201484,-81.8347222,41.33444444,East Branch Rocky River near Strongsville OH,ECCC-02OA016
USGS-04201500,-81.88263759,41.4075483,Rocky River near Berea OH,ECCC-02OA016
USGS-04202000,-81.1667664,41.3406103,Cuyahoga River at Hiram Rapids OH,ECCC-02OA016
USGS-04206000,-81.5470622,41.1356112,Cuyahoga River at Old Portage OH,ECCC-02OA016
USGS-04206425,-81.56511929,41.28894396,Cuyahoga River at Jaite OH,ECCC-02OA016
USGS-04207200,-81.5273419,41.38449868,Tinkers Creek at Bedford OH,ECCC-02OA016
USGS-04208000,-81.6298478,41.39533087,Cuyahoga River at Independence OH,ECCC-02OA016
USGS-04208502,-81.7215204,41.45032916,Big Creek at Cleveland OH,ECCC-02OA016
USGS-04209000,-81.40344549,41.630881,Chagrin River at Willoughby OH,ECCC-02OA016
USGS-04212100,-81.2278789,41.7189339,Grand River near Painesville OH,ECCC-02OA016
USGS-04213000,-80.6039659,41.92699898,Conneaut Creek at Conneaut OH,ECCC-02OA016
USGS-04213319,-79.5899167,42.33080556,CHAUTAUQUA CREEK BELOW WESTFIELD NY,ECCC-02OA016
USGS-04213376,-79.3504444,42.45063889,CANADAWAY CREEK AT FREDONIA NY,ECCC-02OA016
USGS-04213401,-79.1689722,42.5383611,WALNUT CREEK AT US ROUTE 20 AT SILVER CREEK NY,ECCC-02OA016
USGS-04213500,-78.9345278,42.46344444,CATTARAUGUS CREEK AT GOWANDA NY,ECCC-02OA016
USGS-04214060,-79.0355,42.65713889,BIG SISTER CREEK AT EVANS CENTER NY,ECCC-02OA016
USGS-0421422210,-78.84925,42.70655556,EIGHTEENMILE CREEK AT HAMBURG NY,ECCC-02OA016
USGS-04214231,-78.8786944,42.68027778,S BR EIGHTEENMILE CR AT BLEY RD AT EDEN VALLEY,ECCC-02OA016
USGS-04214500,-78.7564167,42.8546111,BUFFALO CREEK AT GARDENVILLE NY,ECCC-02OA016
USGS-04215000,-78.6449444,42.8900833,CAYUGA CREEK NEAR LANCASTER NY,ECCC-02OA016
USGS-04215500,-78.7750278,42.82952778,CAZENOVIA CREEK AT EBENEZER NY,ECCC-02OA016
USGS-04216418,-78.2834167,42.86469444,TONAWANDA CREEK AT ATTICA NY,ECCC-02OA016
USGS-04217000,-78.1881667,42.99713889,TONAWANDA CREEK AT BATAVIA NY,ECCC-02OA016
USGS-04218000,-78.6361667,43.0935,TONAWANDA CREEK AT RAPIDS NY,ECCC-02OA016
USGS-04219000,-77.2969722,43.07177778,ERIE (BARGE) CANAL AT LOCK 30 AT MACEDON NY,ECCC-02OA016
USGS-04219767,-78.6978611,43.25255556,EIGHTEENMILE CREEK AT NEWFANE NY,ECCC-02OA016
USGS-04219768,-78.7154167,43.31380556,EIGHTEENMILE CREEK AT BURT NY,ECCC-02OA016
